21230,21312,4
21220,21223,11
21215,21275,7
21215,21219,9
21201,21215,9
21201,21219,10
21191,21230,4
21191,21219,15
21190,21312,4
21179,21180,9
21174,21186,12
21174,21220,12
21173,21221,8
21165,21236,4
21164,21174,8
21163,21204,6
21162,21170,4
21162,21184,3
21162,21214,6
21162,21215,9
21162,21226,2
21162,21275,7
21162,21220,12
21162,21174,13
21161,21221,8
21161,21173,11
21161,21166,11
21161,21162,11
21158,21171,5
21158,21189,9
21158,21207,10
21152,21241,4
21151,21171,5
21151,21158,9
21150,21156,5
21150,21201,10
21150,21221,8
21150,21161,11
21150,21173,11
21149,21223,11
21149,21161,11
21146,21188,9
21146,21241,4
21142,21153,9
21142,21232,15
21142,21220,12
21138,21354,4
21125,21173,6
21125,21153,6
21118,21128,9
21112,21207,10
21108,21109,3
21089,21107,12
21086,21262,9
21071,21359,4
21068,21262,9
21068,21086,9
21053,21307,5
21035,21198,11
21035,21183,14
21031,21063,3
21030,21358,4
21018,21058,5
21017,21065,1
21016,21321,6
21014,21262,9
21000,21158,9
20996,21035,4
20995,21353,11
20978,21076,7
20961,20962,4
20957,21170,4
20953,21162,6
20951,21156,5
20949,21185,7
20949,21230,4
20949,21191,10
20949,21162,10
20947,20951,5
20947,21156,5
20944,21144,6
20944,21162,9
20942,21191,10
20941,20951,5
20941,21149,10
20940,20959,3
20939,21207,10
20939,21220,12
20939,21158,10
20934,21150,3
20927,21154,2
20926,21153,3
20926,21125,3
20921,21174,14
20917,21189,9
20917,21158,9
20908,21219,17
20905,20908,18
20889,20965,8
20888,20893,4
20886,21207,10
20885,21210,9
20883,21204,4
20880,20922,9
20875,21073,12
20875,21183,14
20875,21035,14
20868,21186,3
20866,21132,5
20865,21172,4
20863,21185,7
20863,21151,7
20863,20949,7
20859,21229,6
20856,20950,7
20855,21147,8
20853,20927,4
20851,20853,4
20849,20939,9
20847,21302,3
20842,20869,4
20841,21111,9
20831,20905,10
20828,21320,2
20822,21216,6
20813,21232,11
20812,21336,3
20799,21029,4
20796,21134,3
20796,21348,5
20796,21354,4
20786,20787,7
20783,21209,2
20783,20940,6
20783,21201,6
20783,21046,6
20780,21184,3
20780,21174,5
20780,21162,5
20778,20949,10
20774,20917,9
20774,20980,1
20774,21189,9
20774,21158,9
20773,21225,3
20771,20942,10
20771,20944,9
20771,21165,4
20771,21236,4
20771,21186,12
20771,20949,10
20771,21191,14
20771,21162,13
20771,21174,14
20770,20972,5
20770,21220,12
20770,20939,14
20767,21168,7
20767,20941,7
20758,20926,3
20758,21125,5
20758,21167,5
20758,21153,5
20757,21173,6
20757,21172,6
20757,21125,6
20755,21164,2
20739,20906,4
20731,20919,2
20728,20953,6
20728,20778,7
20722,20787,10
20721,20833,7
20719,20761,3
20717,20903,8
20714,20909,9
20713,20729,5
20711,20886,8
20710,21185,3
20709,20905,18
20709,20908,18
20708,20744,8
20707,20709,18
20707,20748,12
20707,20905,18
20707,20908,18
20705,20763,2
20704,20740,8
20701,21243,7
20698,20835,9
20698,21098,5
20695,21181,3
20695,21339,8
20691,20902,6
20684,21162,3
20680,20798,12
20677,21146,4
20676,21163,5
20673,21156,2
20670,21164,8
20670,21174,8
20670,21147,8
20669,21146,9
20669,21220,12
20669,21162,12
20669,21142,12
20666,21144,6
20666,20944,9
20665,20823,8
20662,20754,4
20662,20859,6
20661,20669,12
20660,20869,2
20659,20822,2
20657,20942,10
20657,21191,11
20657,21150,11
20657,20771,11
20656,21222,2
20654,21223,11
20654,21174,11
20654,21149,11
20654,20921,11
20653,20677,4
20653,21146,5
20653,20669,5
20648,21201,2
20644,20657,10
20644,20673,2
20644,21152,4
20644,21156,5
20644,21241,4
20644,21158,10
20644,21148,10
20643,20855,8
